requirement_id,sprint,module,requirement_type,user_story,requirement_title,acceptance_criteria,acceptance_source
REQ-BR-036,5,Business Rules — 4.7 Postcode Lookup,Business Rule,,Default driver: Faker (deterministic fake addresses),Default driver: Faker (deterministic fake addresses),Application_Context.md §4 — 4.7 Postcode Lookup
REQ-BR-037,5,Business Rules — 4.7 Postcode Lookup,Business Rule,,HTTP driver: calls external mock/real service,HTTP driver: calls external mock/real service,Application_Context.md §4 — 4.7 Postcode Lookup
REQ-BR-038,5,Business Rules — 4.7 Postcode Lookup,Business Rule,,Admin UI override: local Docker only (hidden on production),Admin UI override: local Docker only (hidden on production),Application_Context.md §4 — 4.7 Postcode Lookup
REQ-BR-039,5,Business Rules — 4.7 Postcode Lookup,Business Rule,,Failure returns **502 Bad Gateway**,Failure returns **502 Bad Gateway**,Application_Context.md §4 — 4.7 Postcode Lookup
REQ-BR-040,5,Business Rules — 4.8 Multi-Language,Business Rule,,"Supported: English, German, Spanish, French, Dutch, Turkish","Supported: English, German, Spanish, French, Dutch, Turkish",Application_Context.md §4 — 4.8 Multi-Language
REQ-BR-041,5,Business Rules — 4.8 Multi-Language,Business Rule,,First visit: auto-detect browser language; fallback to English,First visit: auto-detect browser language; fallback to English,Application_Context.md §4 — 4.8 Multi-Language
REQ-BR-042,5,Business Rules — 4.8 Multi-Language,Business Rule,,Preference stored in `localStorage`; takes priority over browser detection,Preference stored in `localStorage`; takes priority over browser detection,Application_Context.md §4 — 4.8 Multi-Language
REQ-RBAC-001,5,Role-Based Access,Security / Access Control,,Favorites,"Requires authentication; guests receive `""Unauthorized, can not add product to your favorite list.""`",Application_Context.md §2 — Role-Based Access Rules
REQ-RBAC-002,5,Role-Based Access,Security / Access Control,,Invoices & Messages,"Only accessible to the authenticated owner; other users' invoices return ""not found""",Application_Context.md §2 — Role-Based Access Rules
REQ-RBAC-003,5,Role-Based Access,Security / Access Control,,Admin panel,Restricted to admin role (`/admin/*`),Application_Context.md §2 — Role-Based Access Rules
REQ-RBAC-004,5,Role-Based Access,Security / Access Control,,TOTP setup,Denied for `customer@practicesoftwaretesting.com` and `admin@practicesoftwaretesting.com` (use a self-registered account),Application_Context.md §2 — Role-Based Access Rules
REQ-RBAC-005,5,Role-Based Access,Security / Access Control,,Account locking,Applies to regular users after **3 consecutive failed login attempts** (HTTP 423); admins are never locked,Application_Context.md §2 — Role-Based Access Rules
REQ-RBAC-006,5,Role-Based Access,Security / Access Control,,Disabled accounts,"Admin can disable user accounts; disabled users see `""Account disabled.""` on login",Application_Context.md §2 — Role-Based Access Rules
REQ-API-BRD-001,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,GET /brands — Retrieve all brands,When calling GET `/brands` then the API responds per the OpenAPI contract. Coverage tier: Smoke.,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-BRD-002,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,POST /brands — Store new brand,When calling POST `/brands` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-BRD-003,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,GET /brands/search — Retrieve specific brands matching the search query,When calling GET `/brands/search` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-BRD-004,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,QUERY /brands/search — Retrieve specific brands matching the search query (HTTP QUERY),When calling QUERY `/brands/search` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-BRD-005,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,DELETE /brands/{brandId} — Delete specific brand,When calling DELETE `/brands/{brandId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Deleting a non-existent resource returns 404 Not Found. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-BRD-006,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,GET /brands/{brandId} — Retrieve specific brand,When calling GET `/brands/{brandId}` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-BRD-007,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,PATCH /brands/{brandId} — Partially update specific brand,When calling PATCH `/brands/{brandId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-BRD-008,5,API — Brands,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /brands/{brandId} — Update specific brand,When calling PUT `/brands/{brandId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Brand | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CART-001,5,API — Carts,API,API contract and endpoint coverage for Sprint 5 REST API,POST /carts — Create a new cart,When calling POST `/carts` then the API responds per the OpenAPI contract. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Smoke.,Application_Context.md §6 — REST API Reference — Cart | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CART-002,5,API — Carts,API,API contract and endpoint coverage for Sprint 5 REST API,DELETE /carts/{cartId} — Delete Cart,When calling DELETE `/carts/{cartId}` then the API responds per the OpenAPI contract. Deleting a non-existent resource returns 404 Not Found. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Cart | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CART-003,5,API — Carts,API,API contract and endpoint coverage for Sprint 5 REST API,GET /carts/{cartId} — Retrieve specific cart,When calling GET `/carts/{cartId}` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Cart | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CART-004,5,API — Carts,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /carts/{cartId}/product/quantity — Update quantity of item in cart,When calling PUT `/carts/{cartId}/product/quantity` then the API responds per the OpenAPI contract. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Cart | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CART-005,5,API — Carts,API,API contract and endpoint coverage for Sprint 5 REST API,DELETE /carts/{cartId}/product/{productId} — Delete product from cart,When calling DELETE `/carts/{cartId}/product/{productId}` then the API responds per the OpenAPI contract. Deleting a non-existent resource returns 404 Not Found. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Cart | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CART-006,5,API — Carts,API,API contract and endpoint coverage for Sprint 5 REST API,POST /carts/{id} — Add item to cart,When calling POST `/carts/{id}` then the API responds per the OpenAPI contract. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Cart | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-001,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,GET /categories — Retrieve all categories,When calling GET `/categories` then the API responds per the OpenAPI contract. Coverage tier: Smoke.,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-002,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,POST /categories — Store new category,When calling POST `/categories` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-003,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,GET /categories/search — Retrieve specific categories matching the search query,When calling GET `/categories/search` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-004,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,QUERY /categories/search — Retrieve specific categories matching the search query (HTTP QUERY),When calling QUERY `/categories/search` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-005,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,GET /categories/tree — Retrieve all categories (including subcategories),When calling GET `/categories/tree` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-006,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,QUERY /categories/tree — Retrieve all categories including subcategories (HTTP QUERY),When calling QUERY `/categories/tree` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-007,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,GET /categories/tree/{categoryId} — Retrieve specific category (including subcategories),When calling GET `/categories/tree/{categoryId}` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-008,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,DELETE /categories/{categoryId} — Delete specific category,When calling DELETE `/categories/{categoryId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Deleting a non-existent resource returns 404 Not Found. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-009,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,PATCH /categories/{categoryId} — Partially update specific category,When calling PATCH `/categories/{categoryId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-CAT-010,5,API — Categories,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /categories/{categoryId} — Update specific category,When calling PUT `/categories/{categoryId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Category | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-FAV-001,5,API — Favorites,API,API contract and endpoint coverage for Sprint 5 REST API,GET /favorites — Retrieve all favorites,When calling GET `/favorites` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Favorite | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-FAV-002,5,API — Favorites,API,API contract and endpoint coverage for Sprint 5 REST API,POST /favorites — Store new favorite,When calling POST `/favorites` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Favorite | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-FAV-003,5,API — Favorites,API,API contract and endpoint coverage for Sprint 5 REST API,DELETE /favorites/{favoriteId} — Delete specific favorite,When calling DELETE `/favorites/{favoriteId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Deleting a non-existent resource returns 404 Not Found. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Favorite | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-FAV-004,5,API — Favorites,API,API contract and endpoint coverage for Sprint 5 REST API,GET /favorites/{favoriteId} — Retrieve specific favorite,When calling GET `/favorites/{favoriteId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Favorite | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-IMG-001,5,API — Images,API,API contract and endpoint coverage for Sprint 5 REST API,GET /images — Retrieve all images,When calling GET `/images` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Image | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-001,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,GET /invoices — Retrieve all invoices,When calling GET `/invoices` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Smoke.,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-002,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,POST /invoices — Store new invoice,When calling POST `/invoices` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-003,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,POST /invoices/guest — Store new guest invoice,When calling POST `/invoices/guest` then the API responds per the OpenAPI contract. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-004,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,GET /invoices/search — Retrieve specific invoices matching the search query,When calling GET `/invoices/search` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-005,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,QUERY /invoices/search — Retrieve specific invoices matching the search query (HTTP QUERY),When calling QUERY `/invoices/search` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-006,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,GET /invoices/{invoiceId} — Retrieve specific invoice,When calling GET `/invoices/{invoiceId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-007,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,PATCH /invoices/{invoiceId} — Partially update specific invoice,When calling PATCH `/invoices/{invoiceId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-008,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /invoices/{invoiceId} — Update specific invoice,When calling PUT `/invoices/{invoiceId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-009,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /invoices/{invoiceId}/status — Update invoice status,When calling PUT `/invoices/{invoiceId}/status` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-010,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,GET /invoices/{invoice_number}/download-pdf — Download already generated PDF of a specific invoice,When calling GET `/invoices/{invoice_number}/download-pdf` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-INV-011,5,API — Invoices & Orders,API,API contract and endpoint coverage for Sprint 5 REST API,GET /invoices/{invoice_number}/download-pdf-status — Retrieve the status of the PDF.,When calling GET `/invoices/{invoice_number}/download-pdf-status` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Invoice | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-MSG-001,5,API — Contact Messages,API,API contract and endpoint coverage for Sprint 5 REST API,GET /messages — Retrieve messages,When calling GET `/messages` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Contact | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-MSG-002,5,API — Contact Messages,API,API contract and endpoint coverage for Sprint 5 REST API,POST /messages — Send new contact message,When calling POST `/messages` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Contact | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-MSG-003,5,API — Contact Messages,API,API contract and endpoint coverage for Sprint 5 REST API,GET /messages/{messageId} — Retrieve specific message,When calling GET `/messages/{messageId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Contact | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-MSG-004,5,API — Contact Messages,API,API contract and endpoint coverage for Sprint 5 REST API,POST /messages/{messageId}/attach-file — Attach file to contact message,When calling POST `/messages/{messageId}/attach-file` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Contact | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-MSG-005,5,API — Contact Messages,API,API contract and endpoint coverage for Sprint 5 REST API,POST /messages/{messageId}/reply — Send new contact message,When calling POST `/messages/{messageId}/reply` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Auth).,Application_Context.md §6 — REST API Reference — Contact | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-MSG-006,5,API — Contact Messages,API,API contract and endpoint coverage for Sprint 5 REST API,PUT /messages/{messageId}/status — Set a new message status,When calling PUT `/messages/{messageId}/status` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Contact | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PAY-001,5,API — Payment,API,API contract and endpoint coverage for Sprint 5 REST API,POST /payment/check — Check payment,When calling POST `/payment/check` then the API responds per the OpenAPI contract. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Smoke.,Application_Context.md §6 — REST API Reference — Payment | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PCL-001,5,API — Postcode Lookup,API,API contract and endpoint coverage for Sprint 5 REST API,GET /postcode-lookup — Lookup address details by postcode,When calling GET `/postcode-lookup` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Postcode | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PSPEC-001,5,API — Product Specs,API,API contract and endpoint coverage for Sprint 5 REST API,GET /product-specs/names — Retrieve all distinct spec names with their values,When calling GET `/product-specs/names` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Product Spec | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-001,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,GET /products — Retrieve all products,When calling GET `/products` then the API responds per the OpenAPI contract. Coverage tier: Smoke.,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-002,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,POST /products — Store new product,When calling POST `/products` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-003,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,QUERY /products — Retrieve all products (HTTP QUERY),When calling QUERY `/products` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-004,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,GET /products/search — Retrieve specific products matching the search query,When calling GET `/products/search` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-005,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,QUERY /products/search — Retrieve specific products matching the search query (HTTP QUERY),When calling QUERY `/products/search` then the API responds per the OpenAPI contract. Coverage tier: Regression.,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-006,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,DELETE /products/{productId} — Delete specific product,When calling DELETE `/products/{productId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Deleting a non-existent resource returns 404 Not Found. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-007,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,GET /products/{productId} — Retrieve specific product,When calling GET `/products/{productId}` then the API responds per the OpenAPI contract. Coverage tier: Smoke.,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
REQ-API-PRD-008,5,API — Products,API,API contract and endpoint coverage for Sprint 5 REST API,PATCH /products/{productId} — Partially update specific product,When calling PATCH `/products/{productId}` then the API responds per the OpenAPI contract. Without a valid JWT Bearer token the API returns 401 Unauthorized. Customer-role tokens must receive 403 Forbidden. Invalid request payload returns 422 Unprocessable Entity with validation errors. Coverage tier: Regression (Admin).,Application_Context.md §6 — REST API Reference — Product | https://api.practicesoftwaretesting.com/docs?api-docs.json | Swagger: https://api.practicesoftwaretesting.com/api/documentation
